0 0 1.38053 0
3 0 1.37877 2.28882e-05
6 0 1.37438 1.52588e-05
9 0 1.36733 6.10352e-05
12 0 1.35763 5.72205e-05
15 0 1.34533 5.72205e-05
18 0 1.3304 8.39233e-05
21 0 1.31287 8.39233e-05
24 0 1.29281 9.91821e-05
27 0 1.27023 0.00012207
30 0 1.24522 0.000127792
33 0 1.21784 0.000152588
36 0 1.18823 0.000164032
39 0 1.1565 0.000165939
42 0 1.12283 0.000179291
45 0 1.08741 0.000209808
48 0 1.05048 0.000209808
51 0 1.0123 0.000209808
54 0 0.973204 0.000217438
57 0 0.93352 0.000218391
60 0 0.893646 0.000228882
63 0 0.854007 0.00024128
66 0 0.815029 0.000236511
69 0 0.777209 0.000243187
72 0 0.741014 0.000255585
75 0 0.706935 0.000251293
78 0 0.675452 0.000256538
81 0 0.647027 0.000262737
84 0 0.622094 0.000266552
87 0 0.60104 0.000266075
90 0 0.584208 0.000268936
93 0 0.571872 0.000271201
96 0 0.564243 0.000273883
99 0 0.561452 0.000276316
102 0 0.563553 0.000278592
105 0 0.570522 0.000281453
108 0 0.58225 0.000282288
111 0 0.598554 0.00028491
114 0 0.619177 0.000283241
117 0 0.643805 0.000288963
120 0 0.672052 0.000286102
123 0 0.703499 0.000284672
126 0 0.737692 0.000274658
129 0 0.774146 0.000277519
132 0 0.812379 0.000277519
135 0 0.851889 0.000272751
138 0 0.892202 0.000265121
141 0 0.932851 0.000264168
144 0 0.973413 0.000264168
147 0 1.01347 0.000247955
150 0 1.05265 0.00025177
153 0 1.09062 0.000213623
156 0 1.12711 0.000198364
159 0 1.16185 0.000204086
162 0 1.19463 0.000198364
165 0 1.22527 0.000179291
168 0 1.25362 0.000141144
171 0 1.27956 0.000125885
174 0 1.30296 0.000114441
177 0 1.32386 0.000110626
180 0 1.34206 9.15527e-05
183 0 1.35759 6.86646e-05
186 0 1.37041 5.34058e-05
189 0 1.38049 7.24792e-05
192 0 1.38782 4.19617e-05
195 0 1.39241 7.62939e-06
198 0 1.39424 -7.62939e-06
0 3 1.38187 0.000427246
3 3 1.3801 0.00313568
6 3 1.37573 0.00580215
9 3 1.36867 0.008461
12 3 1.35898 0.0110931
15 3 1.34666 0.0137444
18 3 1.33169 0.0163536
21 3 1.31418 0.01894
24 3 1.2941 0.0215034
27 3 1.27145 0.0239944
30 3 1.2464 0.026413
33 3 1.21899 0.0287476
36 3 1.1893 0.0309467
39 3 1.15749 0.0329895
42 3 1.1237 0.0348454
45 3 1.08819 0.0365143
48 3 1.05111 0.0379124
51 3 1.01277 0.039011
54 3 0.973494 0.039772
57 3 0.933619 0.0401869
60 3 0.893547 0.040184
63 3 0.85368 0.0397434
66 3 0.81447 0.0388546
69 3 0.776404 0.0374765
72 3 0.739961 0.0356073
75 3 0.70564 0.0332456
78 3 0.673923 0.0304155
81 3 0.645279 0.0271378
84 3 0.620153 0.0234389
87 3 0.59893 0.0193746
90 3 0.581956 0.0150037
93 3 0.569516 0.0103834
96 3 0.56182 0.0055896
99 3 0.559002 0.00070383
102 3 0.561117 -0.00419736
105 3 0.568137 -0.00903261
108 3 0.579958 -0.0137215
111 3 0.59639 -0.0181866
114 3 0.617174 -0.0223632
117 3 0.641985 -0.0261936
120 3 0.670449 -0.0296192
123 3 0.702128 -0.0326014
126 3 0.736559 -0.0351048
129 3 0.773252 -0.0371323
132 3 0.811735 -0.03866
135 3 0.851487 -0.039712
138 3 0.892021 -0.0402756
141 3 0.932901 -0.0403938
144 3 0.973658 -0.0401001
147 3 1.0139 -0.039402
150 3 1.05323 -0.0383816
153 3 1.09135 -0.0370216
156 3 1.12797 -0.0354137
159 3 1.1628 -0.0335693
162 3 1.19569 -0.0315456
165 3 1.22639 -0.0293331
168 3 1.25481 -0.0269833
171 3 1.28079 -0.0245457
174 3 1.30426 -0.0219841
177 3 1.32516 -0.0193939
180 3 1.34337 -0.016758
183 3 1.35894 -0.0140762
186 3 1.37171 -0.0114021
189 3 1.38186 -0.00865555
192 3 1.38918 -0.00593567
195 3 1.39376 -0.00318527
198 3 1.39561 -0.000453949
0 6 1.38589 0.000873566
3 6 1.38411 0.00620651
6 6 1.37967 0.0115395
9 6 1.37267 0.0168495
12 6 1.36294 0.022171
15 6 1.3506 0.02742
18 6 1.33561 0.0326576
21 6 1.31802 0.0378342
24 6 1.29787 0.042942
27 6 1.27516 0.0479298
30 6 1.24997 0.0527878
33 6 1.22238 0.0574627
36 6 1.19251 0.0618649
39 6 1.16045 0.0659828
42 6 1.12636 0.0697327
45 6 1.09049 0.0730801
48 6 1.053 0.0758991
51 6 1.01421 0.0781288
54 6 0.974405 0.0797195
57 6 0.933948 0.0805502
60 6 0.893223 0.0805798
63 6 0.852677 0.0797262
66 6 0.812773 0.0779285
69 6 0.773963 0.0751829
72 6 0.736784 0.071434
75 6 0.701737 0.0667114
78 6 0.669318 0.0610304
81 6 0.640021 0.0544233
84 6 0.614298 0.0469794
87 6 0.592555 0.0387957
90 6 0.575163 0.029974
93 6 0.562407 0.0206609
96 6 0.554506 0.010995
99 6 0.551607 0.00113719
102 6 0.553763 -0.00874734
105 6 0.560945 -0.0184962
108 6 0.573044 -0.0279486
111 6 0.589865 -0.0369558
114 6 0.611135 -0.045372
117 6 0.636521 -0.0530767
120 6 0.66562 -0.0599666
123 6 0.697988 -0.0659628
126 6 0.73314 -0.071002
129 6 0.770598 -0.0750513
132 6 0.809815 -0.0781088
135 6 0.850307 -0.0801611
138 6 0.891532 -0.0812788
141 6 0.933059 -0.0814848
144 6 0.974416 -0.0808325
147 6 1.01521 -0.0794277
150 6 1.05504 -0.0773106
153 6 1.09362 -0.0745678
156 6 1.1306 -0.0713062
159 6 1.16576 -0.0675468
162 6 1.1989 -0.0634212
165 6 1.22983 -0.0589695
168 6 1.25842 -0.0542488
171 6 1.28456 -0.0492973
174 6 1.30813 -0.0441818
177 6 1.3291 -0.0390091
180 6 1.34738 -0.0336914
183 6 1.363 -0.028286
186 6 1.37582 -0.0228577
189 6 1.38593 -0.0173874
192 6 1.39334 -0.0119362
195 6 1.39786 -0.00645065
198 6 1.39972 -0.000926971
0 9 1.39251 0.00133896
3 9 1.39079 0.00930786
6 9 1.38638 0.0172997
9 9 1.37928 0.0252838
12 9 1.36958 0.0332336
15 9 1.35717 0.0411949
18 9 1.34214 0.0489922
21 9 1.32447 0.0568047
24 9 1.30421 0.0644875
27 9 1.28133 0.0720253
30 9 1.25593 0.0793438
33 9 1.22809 0.08638
36 9 1.19788 0.0930767
39 9 1.16542 0.0993271
42 9 1.13086 0.105061
45 9 1.09438 0.110126
48 9 1.05623 0.114481
51 9 1.01667 0.117926
54 9 0.975955 0.120381
57 9 0.934541 0.121722
60 9 0.892756 0.121841
63 9 0.851069 0.120618
66 9 0.809953 0.117995
69 9 0.769916 0.113877
72 9 0.731484 0.108266
75 9 0.695199 0.101143
78 9 0.661596 0.0925479
81 9 0.63118 0.0825543
84 9 0.604446 0.0712681
87 9 0.581832 0.0588381
90 9 0.563722 0.0454397
93 9 0.550429 0.0312805
96 9 0.542186 0.016584
99 9 0.539144 0.00159365
102 9 0.541368 -0.0134405
105 9 0.548824 -0.0282669
108 9 0.561395 -0.0426381
111 9 0.578877 -0.0563238
114 9 0.600971 -0.0691025
117 9 0.627331 -0.0807867
120 9 0.657516 -0.0912218
123 9 0.691061 -0.100288
126 9 0.727449 -0.107889
129 9 0.766161 -0.113972
132 9 0.806624 -0.118535
135 9 0.848335 -0.121603
138 9 0.890761 -0.123202
141 9 0.933389 -0.123418
144 9 0.975772 -0.122361
147 9 1.01747 -0.120152
150 9 1.05814 -0.116856
153 9 1.09742 -0.112654
156 9 1.13503 -0.10763
159 9 1.17073 -0.101923
162 9 1.20432 -0.0956192
165 9 1.23561 -0.0888691
168 9 1.26451 -0.081728
171 9 1.29084 -0.0742378
174 9 1.31463 -0.0665283
177 9 1.3357 -0.0586815
180 9 1.35411 -0.0506554
183 9 1.36973 -0.0425224
186 9 1.38263 -0.0343628
189 9 1.39282 -0.0261726
192 9 1.40017 -0.0179176
195 9 1.40477 -0.00963211
198 9 1.40661 -0.00138474
0 12 1.40186 0.0017662
3 12 1.40009 0.0124588
6 12 1.39565 0.0231171
9 12 1.38857 0.0337143
12 12 1.37882 0.044342
15 12 1.3664 0.0549278
18 12 1.35128 0.0654373
21 12 1.33353 0.0758896
24 12 1.3131 0.0862007
27 12 1.29002 0.0963326
30 12 1.26439 0.106159
33 12 1.23619 0.115669
36 12 1.20552 0.124704
39 12 1.17249 0.133211
42 12 1.13727 0.141005
45 12 1.09999 0.147964
48 12 1.06088 0.153906
51 12 1.0202 0.15872
54 12 0.978285 0.162178
57 12 0.935475 0.164128
60 12 0.892202 0.16444
63 12 0.848879 0.162943
