2.3361 2.2862 2.2364 2.1867 2.1371 2.0875 2.0381 1.9887 1.9395 1.8903 1.8413 1.7923 1.7435 1.6947 1.6461 1.5977 1.5493 1.5011 1.4529 1.405 1.3571 1.3094 1.2618 1.2144 1.167 1.1199 1.0728 1.0259 0.97918 0.93256 0.88607 0.83971 0.79348 0.74737 0.70139 0.65553 0.60978 0.56414 0.51861 0.47317 0.42782 0.38255 0.33736 0.29224 0.24718 0.20216 0.15719 0.11226 0.067345 0.022447 -0.022447 -0.067345 -0.11226 -0.15719 -0.20216 -0.24718 -0.29224 -0.33736 -0.38255 -0.42782 -0.47317 -0.51861 -0.56414 -0.60978 -0.65553 -0.70139 -0.74737 -0.79348 -0.83971 -0.88607 -0.93256 -0.97918 -1.0259 -1.0728 -1.1199 -1.167 -1.2144 -1.2618 -1.3094 -1.3571 -1.405 -1.4529 -1.5011 -1.5493 -1.5977 -1.6461 -1.6947 -1.7435 -1.7923 -1.8413 -1.8903 -1.9395 -1.9887 -2.0381 -2.0875 -2.1371 -2.1867 -2.2364 -2.2862 -2.3361
2.3321 2.2822 2.2323 2.1826 2.1329 2.0833 2.0338 1.9844 1.9351 1.886 1.8369 1.7879 1.739 1.6903 1.6417 1.5932 1.5448 1.4966 1.4485 1.4005 1.3527 1.305 1.2575 1.2101 1.1628 1.1157 1.0688 1.0219 0.97527 0.92875 0.88237 0.83613 0.79002 0.74406 0.69822 0.65252 0.60693 0.56147 0.51611 0.47086 0.42571 0.38064 0.33566 0.29076 0.24591 0.20112 0.15638 0.11168 0.066995 0.02233 -0.02233 -0.066995 -0.11168 -0.15638 -0.20112 -0.24591 -0.29076 -0.33566 -0.38064 -0.42571 -0.47086 -0.51611 -0.56147 -0.60693 -0.65252 -0.69822 -0.74406 -0.79002 -0.83613 -0.88237 -0.92875 -0.97527 -1.0219 -1.0688 -1.1157 -1.1628 -1.2101 -1.2575 -1.305 -1.3527 -1.4005 -1.4485 -1.4966 -1.5448 -1.5932 -1.6417 -1.6903 -1.739 -1.7879 -1.8369 -1.886 -1.9351 -1.9844 -2.0338 -2.0833 -2.1329 -2.1826 -2.2323 -2.2822 -2.3321
2.328 2.2781 2.2282 2.1783 2.1286 2.079 2.0294 1.98 1.9307 1.8814 1.8323 1.7833 1.7344 1.6857 1.637 1.5885 1.5402 1.4919 1.4439 1.3959 1.3481 1.3004 1.2529 1.2056 1.1584 1.1113 1.0645 1.0177 0.97115 0.92473 0.87846 0.83235 0.78638 0.74055 0.69487 0.64933 0.60392 0.55863 0.51347 0.46841 0.42347 0.37862 0.33386 0.28918 0.24457 0.20002 0.15552 0.11106 0.066623 0.022206 -0.022206 -0.066623 -0.11106 -0.15552 -0.20002 -0.24457 -0.28918 -0.33386 -0.37862 -0.42347 -0.46841 -0.51347 -0.55863 -0.60392 -0.64933 -0.69487 -0.74055 -0.78638 -0.83235 -0.87846 -0.92473 -0.97115 -1.0177 -1.0645 -1.1113 -1.1584 -1.2056 -1.2529 -1.3004 -1.3481 -1.3959 -1.4439 -1.4919 -1.5402 -1.5885 -1.637 -1.6857 -1.7344 -1.7833 -1.8323 -1.8814 -1.9307 -1.98 -2.0294 -2.079 -2.1286 -2.1783 -2.2282 -2.2781 -2.328
2.3238 2.2738 2.2238 2.174 2.1242 2.0745 2.0249 1.9754 1.926 1.8768 1.8276 1.7786 1.7297 1.6809 1.6322 1.5837 1.5353 1.4871 1.439 1.3911 1.3433 1.2957 1.2482 1.2009 1.1537 1.1068 1.0599 1.0133 0.96681 0.92049 0.87434 0.82835 0.78252 0.73684 0.69132 0.64595 0.60072 0.55562 0.51066 0.46582 0.42109 0.37647 0.33194 0.2875 0.24314 0.19884 0.1546 0.1104 0.066226 0.022073 -0.022073 -0.066226 -0.1104 -0.1546 -0.19884 -0.24314 -0.2875 -0.33194 -0.37647 -0.42109 -0.46582 -0.51066 -0.55562 -0.60072 -0.64595 -0.69132 -0.73684 -0.78252 -0.82835 -0.87434 -0.92049 -0.96681 -1.0133 -1.0599 -1.1068 -1.1537 -1.2009 -1.2482 -1.2957 -1.3433 -1.3911 -1.439 -1.4871 -1.5353 -1.5837 -1.6322 -1.6809 -1.7297 -1.7786 -1.8276 -1.8768 -1.926 -1.9754 -2.0249 -2.0745 -2.1242 -2.174 -2.2238 -2.2738 -2.3238
2.3195 2.2694 2.2194 2.1695 2.1196 2.0699 2.0202 1.9707 1.9213 1.8719 1.8227 1.7737 1.7247 1.6759 1.6272 1.5787 1.5303 1.482 1.4339 1.386 1.3382 1.2906 1.2432 1.1959 1.1488 1.1019 1.0552 1.0086 0.96223 0.91602 0.86999 0.82413 0.77844 0.73292 0.68756 0.64236 0.59732 0.55243 0.50767 0.46305 0.41856 0.37417 0.3299 0.28571 0.24162 0.19759 0.15362 0.10969 0.065803 0.021932 -0.021932 -0.065803 -0.10969 -0.15362 -0.19759 -0.24162 -0.28571 -0.3299 -0.37417 -0.41856 -0.46305 -0.50767 -0.55243 -0.59732 -0.64236 -0.68756 -0.73292 -0.77844 -0.82413 -0.86999 -0.91602 -0.96223 -1.0086 -1.0552 -1.1019 -1.1488 -1.1959 -1.2432 -1.2906 -1.3382 -1.386 -1.4339 -1.482 -1.5303 -1.5787 -1.6272 -1.6759 -1.7247 -1.7737 -1.8227 -1.8719 -1.9213 -1.9707 -2.0202 -2.0699 -2.1196 -2.1695 -2.2194 -2.2694 -2.3195
2.3151 2.265 2.2149 2.1649 2.1149 2.0651 2.0154 1.9658 1.9163 1.8669 1.8177 1.7685 1.7196 1.6707 1.622 1.5734 1.525 1.4767 1.4286 1.3807 1.333 1.2854 1.238 1.1907 1.1437 1.0968 1.0502 1.0037 0.9574 0.91129 0.86538 0.81965 0.77411 0.72875 0.68357 0.63856 0.59371 0.54903 0.5045 0.46011 0.41586 0.37173 0.32772 0.28381 0.23999 0.19625 0.15257 0.10894 0.06535 0.021781 -0.021781 -0.06535 -0.10894 -0.15257 -0.19625 -0.23999 -0.28381 -0.32772 -0.37173 -0.41586 -0.46011 -0.5045 -0.54903 -0.59371 -0.63856 -0.68357 -0.72875 -0.77411 -0.81965 -0.86538 -0.91129 -0.9574 -1.0037 -1.0502 -1.0968 -1.1437 -1.1907 -1.238 -1.2854 -1.333 -1.3807 -1.4286 -1.4767 -1.525 -1.5734 -1.622 -1.6707 -1.7196 -1.7685 -1.8177 -1.8669 -1.9163 -1.9658 -2.0154 -2.0651 -2.1149 -2.1649 -2.2149 -2.265 -2.3151
2.3106 2.2604 2.2102 2.1601 2.1101 2.0602 2.0104 1.9607 1.9112 1.8617 1.8124 1.7633 1.7142 1.6653 1.6165 1.5679 1.5195 1.4712 1.4231 1.3752 1.3274 1.2799 1.2325 1.1853 1.1383 1.0915 1.0449 0.99848 0.95229 0.9063 0.8605 0.81491 0.76952 0.72433 0.67932 0.63451 0.58987 0.54541 0.50111 0.45697 0.41298 0.36912 0.32539 0.28177 0.23825 0.19481 0.15145 0.10814 0.064867 0.02162 -0.02162 -0.064867 -0.10814 -0.15145 -0.19481 -0.23825 -0.28177 -0.32539 -0.36912 -0.41298 -0.45697 -0.50111 -0.54541 -0.58987 -0.63451 -0.67932 -0.72433 -0.76952 -0.81491 -0.8605 -0.9063 -0.95229 -0.99848 -1.0449 -1.0915 -1.1383 -1.1853 -1.2325 -1.2799 -1.3274 -1.3752 -1.4231 -1.4712 -1.5195 -1.5679 -1.6165 -1.6653 -1.7142 -1.7633 -1.8124 -1.8617 -1.9112 -1.9607 -2.0104 -2.0602 -2.1101 -2.1601 -2.2102 -2.2604 -2.3106
2.306 2.2556 2.2054 2.1552 2.1051 2.0551 2.0053 1.9555 1.9059 1.8564 1.807 1.7578 1.7087 1.6597 1.6109 1.5622 1.5138 1.4655 1.4173 1.3694 1.3216 1.2741 1.2267 1.1795 1.1326 1.0858 1.0393 0.99299 0.94689 0.90101 0.85534 0.80989 0.76465 0.71963 0.67481 0.6302 0.58578 0.54155 0.4975 0.45362 0.4099 0.36634 0.3229 0.27959 0.23639 0.19328 0.15025 0.10728 0.064349 0.021447 -0.021447 -0.064349 -0.10728 -0.15025 -0.19328 -0.23639 -0.27959 -0.3229 -0.36634 -0.4099 -0.45362 -0.4975 -0.54155 -0.58578 -0.6302 -0.67481 -0.71963 -0.76465 -0.80989 -0.85534 -0.90101 -0.94689 -0.99299 -1.0393 -1.0858 -1.1326 -1.1795 -1.2267 -1.2741 -1.3216 -1.3694 -1.4173 -1.4655 -1.5138 -1.5622 -1.6109 -1.6597 -1.7087 -1.7578 -1.807 -1.8564 -1.9059 -1.9555 -2.0053 -2.0551 -2.1051 -2.1552 -2.2054 -2.2556 -2.306
2.3012 2.2508 2.2004 2.1502 2.1 2.0499 2 1.9501 1.9004 1.8508 1.8014 1.7521 1.7029 1.6539 1.605 1.5563 1.5078 1.4594 1.4113 1.3633 1.3156 1.268 1.2206 1.1735 1.1266 1.0799 1.0334 0.98718 0.94118 0.8954 0.84986 0.80456 0.75948 0.71463 0.67001 0.62561 0.58142 0.53743 0.49364 0.45004 0.40662 0.36335 0.32024 0.27726 0.2344 0.19164 0.14896 0.10635 0.063793 0.021261 -0.021261 -0.063793 -0.10635 -0.14896 -0.19164 -0.2344 -0.27726 -0.32024 -0.36335 -0.40662 -0.45004 -0.49364 -0.53743 -0.58142 -0.62561 -0.67001 -0.71463 -0.75948 -0.80456 -0.84986 -0.8954 -0.94118 -0.98718 -1.0334 -1.0799 -1.1266 -1.1735 -1.2206 -1.268 -1.3156 -1.3633 -1.4113 -1.4594 -1.5078 -1.5563 -1.605 -1.6539 -1.7029 -1.7521 -1.8014 -1.8508 -1.9004 -1.9501 -2 -2.0499 -2.1 -2.1502 -2.2004 -2.2508 -2.3012
2.2963 2.2458 2.1953 2.145 2.0947 2.0446 1.9945 1.9446 1.8948 1.8451 1.7955 1.7461 1.6969 1.6478 1.5989 1.5501 1.5015 1.4532 1.405 1.357 1.3092 1.2616 1.2143 1.1671 1.1203 1.0736 1.0272 0.98104 0.93513 0.88946 0.84405 0.79889 0.75398 0.70931 0.66489 0.62071 0.57676 0.53303 0.48952 0.44621 0.40309 0.36015 0.31738 0.27475 0.23226 0.18987 0.14758 0.10536 0.063195 0.021062 -0.021062 -0.063195 -0.10536 -0.14758 -0.18987 -0.23226 -0.27475 -0.31738 -0.36015 -0.40309 -0.44621 -0.48952 -0.53303 -0.57676 -0.62071 -0.66489 -0.70931 -0.75398 -0.79889 -0.84405 -0.88946 -0.93513 -0.98104 -1.0272 -1.0736 -1.1203 -1.1671 -1.2143 -1.2616 -1.3092 -1.357 -1.405 -1.4532 -1.5015 -1.5501 -1.5989 -1.6478 -1.6969 -1.7461 -1.7955 -1.8451 -1.8948 -1.9446 -1.9945 -2.0446 -2.0947 -2.145 -2.1953 -2.2458 -2.2963
